order_id,qty_case,price,product_desc,qty_each,order_date
d2f43a7247bc731a26a6c9b9e49b14b6443b987a0c2f0c80390c19cc90c5dede,1,23.89,0f9cd540ca72e09a27215639f220147b6d789f4a918a6a03cf28163d008d764e,0,1544471156000
f2236ecff5b52b581c446b4de2c0ca367a34c9fd00dcfb2e8ccd6e51a87328e6,0,34.62,ff39187a53b188ddb1ee56df619afb554a94ec505cd261c92fe9d7ac16594985,3,1570129772000
71e0b64decd147d948f6b926cd381c57d3f312171be0f303fddf4638109b4fb5,2,21.5,858de86240ceb055b327992398ef0c3549c1e44262571970fd27b3448885abb3,0,1570131169000
344ded4ffa0b1b04b37d4b9b1ff26828cfc9f70b5a7ad55abdec56dc9431f476,1,46.48,de004c066d90ab9d6151d4dc5bcc8f16c8a7529d1d362f1ff42586522872a398,0,1570380005000
4da769f2ea9f32fc501b1abb86547deba8c7442ae085c4004b7d276d0e32dac4,2,22.65,c4e30eb8d33f7f2b4647948e2f939b5ee578271d26e43226354dc096c67cf9a1,0,1570385576000
4f48eab6874f9ff604ad19c9b9115090f19c083b290b6d83abd8f0d17fcd247c,0,19.86,8c8a842213cd041508f9cde4cd5da0cf5a0464ab8f66ba2119cc7f8e2ea6b68b,0,1570470391000
62c6ee13803fc8c72130cd4dd970336ebaf1ec5e718702ea2c9f7e509959955d,0,25.27,b9ec6cb5287def729243dbe872a4683c18f8ff0f8de35aba22717cd1c34adedb,4,1570475295000
62c6ee13803fc8c72130cd4dd970336ebaf1ec5e718702ea2c9f7e509959955d,0,35.11,d6d902a38839b96a91b11dae5a33ee7eef9eea20abe06d410ab708b487b0f4a1,4,1570475295000
d70b5e704df4ec65d2f2087965438341ac0305f60ff593fdedb8e195952f0fec,0,83.77,8e694e1b7ecb0c1f16192c7348410df06cbb1bafca45037216d6b263aa8cc8ae,5,1570476057000
d70b5e704df4ec65d2f2087965438341ac0305f60ff593fdedb8e195952f0fec,2,55.11,c72edd2c536b8e5e3e159c33636d08e96bdc7698b4f958012369a33395f508b7,5,1570476057000
b4104706c9a279d6d82d58d8df2ecab2b07d5999e8a4844f20f1e6e7a0f94ccd,0,4.8,f58a894b47dff5ff6e19d737bfe64582b138a92d49f475b480ad679f0e5d8e0f,0,1570648135000
b4104706c9a279d6d82d58d8df2ecab2b07d5999e8a4844f20f1e6e7a0f94ccd,0,39.9,5a66bc3859538db96e03d96dde881ffba3bd835d40fdf8f38e0105abc39c8447,0,1570648135000
7ef3d316e2e054c269f7db3ca06623a2f3a3c6ead15b5476b674ee649b11eda6,1,35.34,fdcb7b9be0a5aecfc473e9c8d1ca373884d5df1786f8f2fd19b278ff262d19b2,0,1.490816e+12
7ef3d316e2e054c269f7db3ca06623a2f3a3c6ead15b5476b674ee649b11eda6,1,33.55,1ca1b52fcd040de8af85e5594b397781299af4cf784f9b01f4dff78a066a29f1,0,1.490816e+12
7ef3d316e2e054c269f7db3ca06623a2f3a3c6ead15b5476b674ee649b11eda6,5,18.09,d418924e4668c3d3cbb660d8afb1d48fef0df3c7a7d948926b65e18ae1b3af1f,0,1.490816e+12
7ef3d316e2e054c269f7db3ca06623a2f3a3c6ead15b5476b674ee649b11eda6,9,79.69,09f6dc375a99bca4337733ca84feddc6cedbec52270ff3af7bb954b257728bf7,0,1.490816e+12
6c6533c563b551bedb29fe28bb0fabdd745d8953af753a39cba3b66390da618f,1,23.31,5a6fc9535315fd0ec907a79066dc116b0a6549350e921435e5ece8cfcdd85e53,0,1.490816e+12
6c6533c563b551bedb29fe28bb0fabdd745d8953af753a39cba3b66390da618f,1,89.3,78fc677d10ea86c76f12364bad3d93da0824dac6fb79e55b789f70399fc3a603,0,1.490816e+12
6c6533c563b551bedb29fe28bb0fabdd745d8953af753a39cba3b66390da618f,2,90.3,ca6bb5218778584d8810b36496da026d3d45eaf97a86b34aba0c45abf56bd89b,0,1.490816e+12
6c6533c563b551bedb29fe28bb0fabdd745d8953af753a39cba3b66390da618f,1,145.3,411882e1480ccf72aa7c343f4e62e1aa981a4ea5ab38ff2a8bc650f81f1362a9,0,1.490816e+12
6c6533c563b551bedb29fe28bb0fabdd745d8953af753a39cba3b66390da618f,1,28.25,3517d91dfc73ab6195ab38b6232ab5c4f28ebc43d0df6e5c199cc52316855ad5,0,1.490816e+12
6c6533c563b551bedb29fe28bb0fabdd745d8953af753a39cba3b66390da618f,1,36.98,27e241e14d93942d2c288c52adb5330a7961adb6dacec4d5d03eaafb2f859712,0,1.490816e+12
6c6533c563b551bedb29fe28bb0fabdd745d8953af753a39cba3b66390da618f,1,55.89,b63f9db5333411506f0de8d5f3dd1f691365be7e13c0eddd04fb8b48d9ad4697,0,1.490816e+12
6c6533c563b551bedb29fe28bb0fabdd745d8953af753a39cba3b66390da618f,0,7.84,1ab090495eb7fce1c271b0f3c1c78df0f7cf1f094cbc426d3b663587583e1b01,2,1.490816e+12
6c6533c563b551bedb29fe28bb0fabdd745d8953af753a39cba3b66390da618f,1,38.97,1da371f5969a8e1409014664b60cfc54b84b5f84087ffee099661eb4dde79a5c,0,1.490816e+12
6c6533c563b551bedb29fe28bb0fabdd745d8953af753a39cba3b66390da618f,1,16.68,f40458ed0f89dd599b2e2d71a6b0eae912310f9fd52bfbd395a13d82a7467a24,0,1.490816e+12
6c6533c563b551bedb29fe28bb0fabdd745d8953af753a39cba3b66390da618f,1,17.98,75b7fd067e8daa8def1fdba63baa28a092283dc1f1434df0823f394f7f66c8f9,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,27.72,e1995f244ab081be7aca326251223f771bb077a3e4426193530e72cdaec6b8bb,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,48.79,260386526d968f60732878a7a759049b8e1ee4c815508c2f1b4a2c236b61ed9f,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,33.91,cb47b3e1a2445960655ea8d6b1432c513664845293ba3350f6c3455e8c5e9022,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,28.2,7bf62b82bcc1d79c8c6b87263375307eafc39db02683bc4a6b27d326011900ca,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,30.89,1dbd04de790491a53c8b74de203de16a5a8d81a650d943d07b08fe8688b237e7,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,32,746765b435de840b7edfef0aec8ef29f04540d763b62f8673fed717cba6ce9b0,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,30.07,b288daa98a20840e340bd5d4fc33130369b52c166f36be217bc36e3b66b42feb,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,19.28,7af4ff17113c9510af0a004bec164913a66ec7c6268afe9625f5f8a33007d288,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,17.37,5f4cd0b964c3b43ad48e16548127e04d77a423f525481f2a704ef4e02f37243c,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,58.31,b8b98abda17d7e7d367b9e3c36d58f74373bb3c875c16d29edabbbca66bba4cb,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,34.07,5ec9e8e3c6b7ebcb222aae50f37266131c18713987ed9862f089eb25a259cd41,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,3,36.89,9c849206cf9e98fe267283fbc16617c27b4e44bf0e0b1e4a88931b133f553121,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,39.39,ac3419b41eaa96fd78ba89dfb290a3f22c2b1e85337217d9452cab199d762bcb,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,14.99,8d9b2840d40766ee408257d3f2403a2915fc321801acc0f89b6f5cec1ab1de37,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,32.97,3f896d4f2fe0c494d72f4cb94335daac5e127e7593cf834d25f52c0927d3bffb,0,1.490816e+12
ca6d4e92f871573474f59a55fabfe818621ebf3b74c478c6ea3932991329ee74,1,37.41,a87a16f6f2f1213a931d97ce8f12e53aa4b210a988d66ec1375afba314be65a3,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,35.7,8ca1895de1b4d957b37e23b3de676c63a330602c507450d832615a038c499093,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,12.14,6a4be96f2f0447d220c42d083b2f025cb5a3a0419132a21cf14877609b40a5d0,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,27.65,87a38973a813d1f5cd582f0e3d0ce28d6e19cabb6f4ebb896c776fd12016cca1,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,42.59,2bc60ef637d4c9b7380baba2367deabbade67fb08e1465450884bf0efb07da88,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,38.85,fb9a9b097a1922e895bb3aae844c90a804cd55e28e10b2016d7f7c1dc9e94b88,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,41.54,4199d69d523c2e099f51761a5b4bd49d07f8bfc4daf20af2cbcf630d057c527d,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,17.79,0530f1e4427565e22a85ef29434d9177101219d9b05bad0eb420924b5d45ad93,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,44.49,70ec53bd8600943e0113bbca23d622f2235b1ba58e8b7ce17741272c9b83415c,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,23.05,85694c1b5b6ee5895bfb96b31935c343549acfa5239039ad5344a1441b6e4b0d,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,17.79,723fbac90aaada406b50a5cd6792d8c9a72253b6a6eb2750af03c92869fe53f1,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,34.43,bf1113ca456624c8ca71acbcd2b809273bf4861b6cc7deed37eb946d36a68cbb,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,25.58,e6b0e7d78131bf60d9efb4464ffb5daf909f78d99de0cee62461d61ed39625f7,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,20.03,f4c35afada61e48b4328ff9e762790af0f824afc49898ae91b9bf57a1cd6586c,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,30.98,cc5856e73bb64beed055cf0c218846dbdcb4ccd2d19cee502e307f85997f580d,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,12.14,03f4954e4e2218837f6f4aac34e4553a948e730243d4a0725bfaa640c79e345c,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,33.98,464526e138a39ba182f415756b3ec7db0304fc13d05a25271b858d245fc8d427,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,51.2,89ed5b445e6c68dd32e4b8d1a3c08ad1d1692c71e982ce560ba93a395e4c956b,0,1.490816e+12
b6e13fa3cc2efcd07b2aa9ade5b98675091c7013c843561f98586bb36478f7fb,1,39.77,37ecb28278aa5ecac215d2a3cee927132c0674ccb37364fe7e561a60ca79c79d,0,1.490816e+12
45a2c2d0d287b40d7e218c1a2cc3b6d71b6ba98fca5408c223d80d990c933e29,2,5.83,3359fb3624032d9a2140d5bd2241b12900462978f28fda93bde563174f9cfad9,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,7,32.45,e29ccc49280602a4d9f7e472bfc9a4c4af6a25daace5d8f21944debe50d4f3c3,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,8,30.34,e04b40334860ea1f33520af7e16e4a09a025b3baa331edf521198599f32e08be,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,1,68.08,2dc27582d57d077b289113c326b49da666094eb353e8e4dc4974292680bc20bf,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,2,10.36,64f5fccef4d0e0bd4f9b0b9aeadf84b82b4694dadaf90a0768d567d456ef0e64,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,1,17.51,86a18bef8f5f69e837660961108d0b39ae8f21509a2567c81ffc136d2c075d65,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,5,11.21,330382901c26df922a0d8f645c66ca7d23eac2da7bb6a64fdb0e4f3a7cd8b49e,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,2,32.24,752e8c902ab503feaab0680626384a681403659416eb6552bf3bce4ebf99873c,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,4,18.15,5e4aaf89ca772b58ce166e1f738eae65bf9cc754210717c710c1ec4bbd2e694a,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,1,39.55,8084b28fe8e8dfacece3a06cedff0387ecfb12c1c993fc819ea3257bef226ee5,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,6,9.04,a0fa774280bd646239a3dfeca22b7ec65b544903e10ea58cc70264824736c485,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,2,33.59,45cfc8b2eb4e295fa24383a67e8aa6b478bfca737053a3c60222daac85175087,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,3,19.32,c85e4e958590120a955368c8da0b7e98336fe8283407f12ccbf9bd05aae6504a,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,3,54.95,5f0832002d2dbc5c93455a60082ca7c7cf01849f7fc3429ad27fe19d418a81f5,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,1,83.14,8ce4ae9fd552ecb61bf15a4dd0344c3fa1291dded5f1cbd03406b28ce6d5f5d4,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,1,39.29,54ab47604d3ac1a2b0ab8f5a88b27aebff63994e36d627cf139aa085bdc9ad49,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,1,13.46,618cb5e0f4df8b72061a4a3871f038ccf2216a3a79038713dfd42efcb162db6a,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,5,12.7,c48af048c2e4f57ee3868efbc141ec83d8470bbdb1cc4c58150c931d6ff677a7,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,1,24.14,f163c7a26d0fd7d959a7efa8cb7159fb571237775317e784103ca0648c5818e1,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,2,31.65,a4806960ecf54ff50c848caa50e004c38a5465c2e81f7d219cf9e3c96df9f6d8,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,2,10.58,f58e4d070bf4e9fb868a81b2a8267b8d55ef8a10822986c8bdd26baf1f724ac2,0,1.490816e+12
9e30ba4dd679ba98389e845e42848e125b3b2409db251b6a687a3478bbbfab29,5,15.5,4220db7df034dc20f82adf2b96d5ae45eb2a92f597083c7cf617e55f96b230d6,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,2,61.92,abe54f3e4a118b54ee8201f731bb5514152074613997e7ab4da6e9a35fea386a,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,1,52.65,70f3b2c57da03615958120e762a636e27a885543691b71a3b9fba3390d4681c3,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,3,19.75,ce542c28bf077decca3d3ea599acadef08017f11c3229b9663056d77de932ad6,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,2,25.5,c5d4656c28c3cdbc387d70191f5cdf113e43eda868b925cac735c4dceef1f3fb,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,4,18.89,2cb08baf49fe679dffa82c20fdb1c4483e6ea5df7fafeb479bef4cff03019a34,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,1,26.75,043a2f858b84c21620c07f3dacea45fcddf42a056890c1199d5cbaa80a53b688,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,5,32.96,b06821097d5446c6940f01dcf515ade92488aaee56155f955cd416f32edd3f8c,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,1,22.56,101e37a2faf5d6f5d168cc6d21eb344bc942157978e40f7631a29e89fd53e91d,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,12,93.6,6d08c19c05f5c9d757ea8178b68ce46cdb2c67fcd95ed11062a1f903b6a2cc03,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,1,53.86,e356e6974b1ae709e5154606aab59ce289969a41d99859a91a7667b29d8ff33d,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,1,15.64,af5be1155de0a6e3516c5b7bbaa41385e626d1740298d74be40ef4885b07d2d5,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,2,49.93,6c5309960443acaf20debdfc71c0be05e5d0168b1d8e89074bfe88a9ef81fa55,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,1,40.2,4170d4466736d7c77d2e3ee5925908a8ca25b37d26da5d13b2604cf22f557313,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,1,39.6,3b850dc825f61b9dcbb76d19b7bdde63d4cea587580c9e5a4bb39e2bd4ccbf18,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,1,18.06,04cb3ff0f2c38141e3f819a5d27108d1aaeb984b3fafd1d9b53cc3f07c8e5d4a,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,1,22.25,bd785587dc2ea494295d906cce5422cb046906657acf7a977f6fbaaf88d0a431,0,1.490816e+12
84b7e4f012d460a2ba60471ba2cba3f764fc5fb1c6c733931903e9ac4e077c9e,4,2.197,2601cb05a748ee77151eeda58eb7d7160de9cd5ef2501accbb3b89ad1639706a,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,3,49.6,b63f9db5333411506f0de8d5f3dd1f691365be7e13c0eddd04fb8b48d9ad4697,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,1,2.9,d20317a673623dca5a5b47a84951d2580272c4f953d5afe26f1561618b0dcbbc,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,1,17,3d0b0d4b6c53a630ccf42ac996e864a86fe1bf47f8e83af265475959246c973f,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,4,20.25,d418924e4668c3d3cbb660d8afb1d48fef0df3c7a7d948926b65e18ae1b3af1f,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,1,27.95,9ba07cd70cf2237101f57ef8fbdc8c6fd8e049b4671edc3ec33bab508edf5c2a,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,1,14.6,7bafda59720fe03fefa00c25566d5d78fd2b3c07f99172adf4d0a2c524a76ed6,0,1.490816e+12
c28309d830102a6810c7295605eb4d6473f5c39379ebefde734e6b8fa3cb76d8,0,13,a053b4545f24d9e04f7300009c883b904e9bafc4b198cedd305c0d29e49463b0,2,1.490816e+12
0e9b9452e89034cec7bec5c631d3e687f34cfe3be88faf470734e154806ce923,1,2.922,0295468f229077b21515950092d697b91b3eb058f984d936e86db98c7ffe1396,0,1.490816e+12
0e9b9452e89034cec7bec5c631d3e687f34cfe3be88faf470734e154806ce923,1,15.45,985d916ab4c5f6ac7b33a0a5078c6d5cee85644ef457fa9e1c7d519e1928e6cc,0,1.490816e+12
0e9b9452e89034cec7bec5c631d3e687f34cfe3be88faf470734e154806ce923,1,31.47,120f49307bfb316782ef3e74c26653103d838d2c1ced3a163eb2c7904542a5be,0,1.490816e+12
0e9b9452e89034cec7bec5c631d3e687f34cfe3be88faf470734e154806ce923,1,15.96,37e2ff8a2610418e7f6d15cc0d9ec49f322ba1030b2fecc5ba40b706dfb9c7a3,0,1.490816e+12
0e9b9452e89034cec7bec5c631d3e687f34cfe3be88faf470734e154806ce923,1,9.57,44e736316893fd165e75045d0ef00120df1c3e4db49ca06f7a71c72cd9723b74,0,1.490816e+12
